COUNTY_MUNI_CODE,Latitude,Longitude
US38099,48.36975372410138,-97.72134125063894
US38101,48.22334793287763,-101.542539006754
US38103,47.58816914519933,-99.66094841165824
US38105,48.34451637915988,-103.4800627903092
US40001,35.88436139199003,-94.65875940304733
US40003,36.73145483643843,-98.32398336016225
US40005,34.37399549541232,-96.0377409856319
US40007,36.75011614948698,-100.4768294755081
US40009,35.26894137413336,-99.68187567836208
US04001,35.41314877210534,-109.489059967602
US40011,35.87580864053204,-98.43344177789872
US40013,33.962449968238,-96.2597333254385
US40015,35.17507427809631,-98.37522425692352
US40017,35.54265673504121,-97.98242380242152
US40019,34.25108740194866,-97.28584932906084
US40021,35.90704778395875,-94.99969624201584
US40023,34.02672872294205,-95.55217836867332
US40025,36.74870502982509,-102.5177260409283
US40027,35.20332596447412,-97.32653866387628
US40029,34.58836799307347,-96.29775085597224
US04003,31.88125045806827,-109.7512565093009
US40031,34.66236443692143,-98.4716631310232
US40033,34.29041532797541,-98.3722210720852
US40035,36.7621402298958,-95.2084877327988
US40037,35.90296073793529,-96.3708396433166
US40039,35.63902617639899,-99.00156025377098
US40041,36.40865681920206,-94.80262750643672
US40043,35.98784737671255,-99.0079245458192
US40045,36.2191579482805,-99.75472771706204
US40047,36.3793568961883,-97.78272322625855
US40049,34.70474640665631,-97.30930217745885
US04005,35.84682330148703,-111.7713450075296
US40051,35.01762558970383,-97.88413578927168
US40053,36.79641190110264,-97.78612433270034
US40055,34.93593441105335,-99.56081351135488
US40057,34.74444258832344,-99.8463017327806
US40059,36.78906245892371,-99.6674346094037
US40061,35.22493770511268,-95.11660445205278
US40063,35.04876445907675,-96.25015462220348
US40065,34.58821143489666,-99.41466534483922
US40067,34.11121650668144,-97.83580618236168
US40069,34.31668807947935,-96.66061648934216
US04007,33.80154436162337,-110.812418227263
US40071,36.81824468546119,-97.14386713826876
US40073,35.9456930838554,-97.94211056190916
US40075,34.9167164064872,-98.98093749987862
US40077,34.87624577743762,-95.2503264777342
US40079,34.9012434791054,-94.70327665395612
US40081,35.70332847039334,-96.8808905996824
US40083,35.91962274186924,-97.44338280848189
US40085,33.94997478691673,-97.2441464007624
US40087,35.00960497577601,-97.44444493145848
US40089,34.11620353735795,-94.7714343414149
US04009,32.93436973238853,-109.8875719797064
US40091,35.37383057885882,-95.66670003540008
US40093,36.3117932100561,-98.53596086713208
US40095,34.02464707458059,-96.76914471943223
US40097,36.3022211102251,-95.23071638564072
US40099,34.48242118836195,-97.06788521610376
US40101,35.61649759444244,-95.37961783796526
US40103,36.38889087342902,-97.23048221674182
US40105,36.79873821111448,-95.61734819381034
US40107,35.46563318067439,-96.32286309557432
US40109,35.5516988085139,-97.40723433673784
US04011,33.21736400826817,-109.2404897538205
US40111,35.64690559433287,-95.96427096753592
US40113,36.63005776347475,-96.39860651673324
US40115,36.83569347546386,-94.81043425835443
US40117,36.31706528398126,-96.69933065257652
US40119,36.07740790728482,-96.97564903743964
US04012,33.73105293108949,-113.9810081329163
US40121,34.92441001103634,-95.74832993342947
US40123,34.72827673907949,-96.68437538732528
US40125,35.20711877594967,-96.9483282545279
US40127,34.41655226232007,-95.3757425171367
US40129,35.68876351777786,-99.69565625036326
US04013,33.35199769719291,-112.4906513458987
US40131,36.37192093364119,-95.60433368373118
US40133,35.16792734897619,-96.61546543544333
US40135,35.49548716158197,-94.75524091827164
US40137,34.48581033206212,-97.85153178509012
US40139,36.74830339771538,-101.4900928920234
US40141,34.37311091723247,-98.92431563957774
US40143,36.12151512531016,-95.94147514075492
US40145,35.96124900625595,-95.52123318594444
US40147,36.71578058553631,-95.90436082404486
US40149,35.29055574339323,-98.99222709656708
US04015,35.71540308909824,-113.7558100363764
US40151,36.76743150213756,-98.86534410600568
US40153,36.42319999244588,-99.26503295859992
US04017,35.41401065980003,-110.3219085707214
US04019,32.09843971371416,-111.7901983281201
US04021,32.90537783974867,-111.3447688467805
US04023,31.52615910592406,-110.8464835432109
US04025,34.60244036910203,-112.5543922672234
US04027,32.77155167475849,-113.9055983948433
US46003,43.71842053188542,-98.56156897151766
US46005,44.41488769288639,-98.2781148517305
US46007,43.19522926734507,-101.6640009842973
US46009,42.988642139636,-97.88460695795986
US46011,44.36993791019236,-96.79042011355956
US46013,45.59079840972332,-98.35161569828372
US46015,43.71842940883904,-99.08094617733684
US46017,44.07648680066288,-99.20500218210609
US46019,44.9066561840522,-103.5080113899405
US46021,45.77141826191836,-100.0516504844211
US46023,43.20857296529788,-98.58855272949488
US46025,44.85901717366312,-97.72953287624364
US46027,42.91480846303799,-96.97565764482772
US46029,44.97811521445633,-97.18861964282692
US46031,45.70908894356205,-101.1968667388345
US46033,43.67793156124509,-103.4514464662093
US46035,43.6749964697713,-98.14598853708384
US46037,45.36756256648552,-97.60742401502183
US46039,44.76046345459981,-96.66797318459612
US46041,45.15758203159127,-100.8719425289698
US46043,43.38704844888689,-98.36617014462024
US46045,45.41906425670596,-99.21532755720622
US46047,43.23984426388225,-103.5275429619668
US46049,45.07127515700808,-99.1452549726237
US46051,45.17217771499793,-96.76779375320052
US46053,43.19282806520351,-99.1858636370994
US46055,44.29529076903617,-101.5399054502894
US46057,44.67390527487831,-97.18833332627833
US46059,44.54881850588075,-99.00494183999056
US46061,43.67507944281051,-97.7873329467942
US46063,45.58154398823365,-103.4957612625269
US46065,44.38935556607125,-99.9962691426108
US46067,43.33507042856034,-97.75441990830794
US46069,44.54844565115999,-99.48715059680512
US46071,43.69500481144038,-101.6279817630431
US46073,44.06648919865872,-98.62967357948467
US46075,43.960979079041,-100.6897778301861
US46077,44.36984462090232,-97.49147592119095
US46079,44.02229882518323,-97.12937661304204
US46081,44.35908566892086,-103.7922597115422
US46083,43.27928118810723,-96.72186876829704
US46085,43.89652031514419,-99.84769896430612
US46087,43.67456437114615,-97.36844402041784
US46089,45.76664405491436,-99.22145799767712
US46091,45.75895206346289,-97.5985167218524
US46093,44.56842471955744,-102.7160718203199
US46095,43.58158702133356,-100.760114072
US46097,44.02220337323147,-97.61024570409369
US46099,43.67443055666057,-96.79143595693392
US46101,44.02226611984818,-96.67092180811302
US46102,43.33653488218475,-102.5516206462507
US46103,44.00435883330054,-102.8236213462039
US46105,45.49232170675236,-102.4756252952991
